Year,Month,Day,Hour,Minute,Wave Height,Direction Dominant Period,Average Wave Period,Tide
2023,07,13,00,00,0.59,4.55,3.43,99.00
2023,07,13,00,30,0.58,4.76,3.44,99.00
2023,07,13,01,00,0.60,4.65,3.35,99.00
2023,07,13,01,30,0.63,4.55,3.40,99.00
2023,07,13,02,00,0.66,4.88,3.44,99.00
2023,07,13,02,30,0.67,4.88,3.46,99.00
2023,07,13,03,00,0.69,4.76,3.31,99.00
2023,07,13,03,30,0.76,5.13,3.35,99.00
2023,07,13,04,00,0.73,5.13,3.37,99.00
2023,07,13,04,30,0.76,4.76,3.26,99.00
2023,07,13,05,00,0.76,5.13,3.23,99.00
2023,07,13,05,30,0.78,4.55,3.17,99.00
2023,07,13,06,00,0.79,5.13,3.23,99.00
2023,07,13,06,30,0.81,3.28,3.23,99.00
2023,07,13,07,00,0.83,5.00,3.28,99.00
2023,07,13,07,30,0.81,3.70,3.23,99.00
2023,07,13,08,00,0.86,5.00,3.25,99.00
2023,07,13,08,30,0.81,3.85,3.20,99.00
2023,07,13,09,00,0.85,3.45,3.20,99.00
2023,07,13,09,30,0.83,4.76,3.24,99.00
2023,07,13,10,00,0.85,3.85,3.30,99.00
2023,07,13,10,30,0.80,4.35,3.28,99.00
2023,07,13,11,00,0.81,3.77,3.31,99.00
2023,07,13,11,30,0.77,3.57,3.29,99.00
2023,07,13,12,00,0.81,3.64,3.34,99.00
2023,07,13,12,30,0.82,4.35,3.40,99.00
2023,07,13,13,00,0.77,3.85,3.43,99.00
2023,07,13,13,30,0.75,3.92,3.35,99.00
2023,07,13,14,00,0.75,4.44,3.33,99.00
2023,07,13,14,30,0.77,5.00,3.42,99.00
2023,07,13,15,00,0.72,5.00,3.34,99.00
2023,07,13,15,30,0.75,4.08,3.41,99.00
2023,07,13,16,00,0.75,4.00,3.41,99.00
2023,07,13,16,30,0.78,5.13,3.50,99.00
2023,07,13,17,00,0.73,4.44,3.47,99.00
2023,07,13,17,30,0.72,5.13,3.47,99.00
2023,07,13,18,00,0.70,4.17,3.37,99.00
2023,07,13,18,30,0.69,4.00,3.42,99.00
2023,07,13,19,00,0.68,4.44,3.40,99.00
2023,07,13,19,30,0.68,4.76,3.44,99.00
2023,07,13,20,00,0.66,5.00,3.42,99.00
2023,07,13,20,30,0.68,4.26,3.39,99.00
2023,07,13,21,00,0.64,4.65,3.47,99.00
2023,07,13,21,30,0.62,4.17,3.42,99.00
2023,07,13,22,00,0.64,4.44,3.61,99.00
2023,07,13,22,30,0.60,4.65,3.59,99.00
2023,07,13,23,00,0.59,4.76,3.42,99.00
2023,07,13,23,30,0.60,4.88,3.30,99.00
2023,07,14,00,00,0.66,4.65,3.38,99.00
2023,07,14,00,30,0.65,5.00,3.20,99.00
2023,07,14,01,00,0.67,4.88,3.17,99.00
2023,07,14,01,30,0.69,5.13,3.14,99.00
2023,07,14,02,00,0.72,4.55,3.22,99.00
2023,07,14,02,30,0.74,3.23,3.17,99.00
2023,07,14,03,00,0.77,3.64,3.20,99.00
2023,07,14,03,30,0.78,4.17,3.23,99.00
2023,07,14,04,00,0.75,3.77,3.19,99.00
2023,07,14,04,30,0.74,3.70,3.24,99.00
2023,07,14,05,00,0.73,3.77,3.23,99.00
2023,07,14,05,30,0.71,4.08,3.21,99.00
2023,07,14,06,00,0.72,4.44,3.25,99.00
2023,07,14,06,30,0.74,3.70,3.20,99.00
2023,07,14,07,00,0.72,4.35,3.15,99.00
2023,07,14,07,30,0.73,3.57,3.16,99.00
2023,07,14,08,00,0.68,3.85,3.13,99.00
2023,07,14,08,30,0.67,4.08,3.16,99.00
2023,07,14,09,00,0.67,3.33,3.18,99.00
2023,07,14,09,30,0.64,4.65,3.17,99.00
2023,07,14,10,00,0.65,4.88,3.22,99.00
2023,07,14,10,30,0.63,3.57,3.17,99.00
2023,07,14,11,00,0.64,5.13,3.17,99.00
2023,07,14,11,30,0.65,5.56,3.34,99.00
2023,07,14,12,00,0.61,5.00,3.25,99.00
2023,07,14,12,30,0.63,5.71,3.28,99.00
2023,07,14,13,00,0.60,5.56,3.20,99.00
2023,07,14,13,30,0.62,5.56,3.12,99.00
2023,07,14,14,00,0.64,5.26,3.11,99.00
2023,07,14,14,30,0.63,5.00,3.12,99.00
2023,07,14,15,00,0.61,4.55,3.15,99.00
2023,07,14,15,30,0.61,5.26,3.15,99.00
2023,07,14,16,00,0.57,3.28,3.14,99.00
2023,07,14,16,30,0.62,3.51,3.15,99.00
2023,07,14,17,00,0.61,3.70,3.17,99.00
2023,07,14,17,30,0.62,4.26,3.28,99.00
2023,07,14,18,00,0.61,3.85,3.23,99.00
2023,07,14,18,30,0.59,3.85,3.20,99.00
2023,07,14,19,00,0.62,3.92,3.27,99.00
2023,07,14,19,30,0.58,4.17,3.22,99.00
2023,07,14,20,00,0.60,4.17,3.19,99.00
2023,07,14,20,30,0.60,4.17,3.08,99.00
2023,07,14,21,00,0.60,4.26,3.12,99.00
2023,07,14,21,30,0.60,4.08,3.18,99.00
2023,07,14,22,00,0.60,4.17,3.17,99.00
2023,07,14,22,30,0.61,4.08,3.27,99.00
2023,07,14,23,00,0.60,3.45,3.19,99.00
2023,07,14,23,30,0.60,4.17,3.25,99.00
2023,07,15,00,00,0.58,4.35,3.28,99.00
2023,07,15,00,30,0.58,3.23,3.15,99.00
2023,07,15,01,00,0.58,4.44,3.13,99.00
2023,07,15,01,30,0.58,4.65,3.15,99.00
2023,07,15,02,00,0.59,4.88,3.15,99.00
2023,07,15,02,30,0.62,4.08,3.11,99.00
2023,07,15,03,00,0.60,4.08,3.17,99.00
2023,07,15,03,30,0.59,3.51,3.15,99.00
2023,07,15,04,00,0.60,5.13,3.31,99.00
2023,07,15,04,30,0.54,4.88,3.23,99.00
2023,07,15,05,00,0.57,4.00,3.29,99.00
2023,07,15,05,30,0.54,4.76,3.19,99.00
2023,07,15,06,00,0.52,4.55,3.07,99.00
2023,07,15,06,30,0.55,5.13,3.12,99.00
2023,07,15,07,00,0.55,5.26,3.10,99.00
2023,07,15,07,30,0.56,5.41,3.07,99.00
2023,07,15,08,00,0.56,5.41,2.99,99.00
2023,07,15,08,30,0.59,5.41,3.02,99.00
2023,07,15,09,00,0.62,5.26,2.96,99.00
2023,07,15,09,30,0.61,5.56,2.89,99.00
2023,07,15,10,00,0.63,2.74,2.96,99.00
2023,07,15,10,30,0.62,3.13,2.95,99.00
2023,07,15,11,00,0.64,3.39,2.98,99.00
2023,07,15,11,30,0.64,5.56,3.16,99.00
2023,07,15,12,00,0.64,5.56,3.06,99.00
2023,07,15,12,30,0.64,3.28,3.11,99.00
2023,07,15,13,00,0.61,3.17,3.05,99.00
2023,07,15,13,30,0.60,3.28,3.05,99.00
2023,07,15,14,00,0.58,5.13,3.10,99.00
2023,07,15,14,30,0.58,5.56,3.15,99.00
2023,07,15,15,00,0.58,3.13,3.07,99.00
2023,07,15,15,30,0.55,3.08,3.10,99.00
2023,07,15,16,00,0.57,5.41,3.22,99.00
2023,07,15,16,30,0.57,3.57,3.22,99.00
2023,07,15,17,00,0.57,5.00,3.09,99.00
2023,07,15,17,30,0.52,4.76,3.23,99.00
2023,07,15,18,00,0.51,3.45,3.35,99.00
2023,07,15,18,30,0.51,3.64,3.31,99.00
2023,07,15,19,00,0.50,3.51,3.18,99.00
2023,07,15,19,30,0.49,5.26,3.14,99.00
2023,07,15,20,00,0.49,3.28,3.18,99.00
2023,07,15,20,30,0.50,5.71,3.19,99.00
2023,07,15,21,00,0.47,4.65,3.04,99.00
2023,07,15,21,30,0.50,5.56,3.09,99.00
2023,07,15,22,00,0.50,3.64,3.06,99.00
2023,07,15,22,30,0.48,3.57,2.85,99.00
2023,07,15,23,00,0.53,3.70,2.89,99.00
2023,07,15,23,30,0.55,3.70,2.97,99.00
2023,07,16,00,00,0.54,3.92,2.98,99.00
2023,07,16,00,30,0.54,3.39,2.96,99.00
2023,07,16,01,00,0.54,3.13,2.94,99.00
2023,07,16,01,30,0.56,3.64,2.95,99.00
2023,07,16,02,00,0.56,3.92,2.89,99.00
2023,07,16,02,30,0.57,3.45,2.94,99.00
2023,07,16,03,00,0.56,3.51,2.88,99.00
2023,07,16,03,30,0.57,3.33,2.88,99.00
2023,07,16,04,00,0.59,3.70,2.92,99.00
2023,07,16,04,30,0.61,3.77,2.96,99.00
2023,07,16,05,00,0.61,3.70,3.02,99.00
2023,07,16,05,30,0.58,3.70,2.93,99.00
2023,07,16,06,00,0.59,3.39,2.92,99.00
2023,07,16,06,30,0.58,3.51,2.98,99.00
2023,07,16,07,00,0.60,3.64,2.96,99.00
2023,07,16,07,30,0.58,3.70,3.00,99.00
2023,07,16,08,00,0.57,2.82,2.93,99.00
2023,07,16,08,30,0.61,3.64,2.99,99.00
2023,07,16,09,00,0.60,3.92,2.90,99.00
2023,07,16,09,30,0.60,3.39,2.83,99.00
2023,07,16,10,00,0.58,2.86,2.72,99.00
2023,07,16,10,30,0.61,2.94,2.79,99.00
2023,07,16,11,00,0.63,3.33,2.83,99.00
2023,07,16,11,30,0.63,3.17,2.82,99.00
2023,07,16,12,00,0.63,3.23,2.87,99.00
2023,07,16,12,30,0.65,3.33,2.93,99.00
2023,07,16,13,00,0.63,3.13,2.92,99.00
2023,07,16,13,30,0.63,3.08,2.89,99.00
2023,07,16,14,00,0.61,3.64,2.87,99.00
2023,07,16,14,30,0.62,3.39,2.86,99.00
2023,07,16,15,00,0.58,3.39,2.84,99.00
2023,07,16,15,30,0.59,3.39,2.90,99.00
2023,07,16,16,00,0.55,3.23,2.85,99.00
2023,07,16,16,30,0.54,4.55,2.91,99.00
2023,07,16,17,00,0.53,5.00,2.92,99.00
2023,07,16,17,30,0.54,3.33,3.07,99.00
2023,07,16,18,00,0.53,3.33,3.10,99.00
2023,07,16,18,30,0.47,3.33,3.04,99.00
2023,07,16,19,00,0.46,5.00,3.05,99.00
2023,07,16,19,30,0.46,5.41,3.07,99.00
2023,07,16,20,00,0.44,5.56,3.10,99.00
2023,07,16,20,30,0.44,3.92,3.13,99.00
2023,07,16,21,00,0.45,5.13,3.03,99.00
2023,07,16,21,30,0.47,5.26,3.05,99.00
2023,07,16,22,00,0.48,3.64,2.94,99.00
2023,07,16,22,30,0.47,5.56,2.88,99.00
2023,07,16,23,00,0.49,5.41,2.93,99.00
2023,07,16,23,30,0.51,2.82,2.93,99.00
2023,07,17,00,00,0.58,6.25,3.06,99.00
2023,07,17,00,30,0.55,2.86,2.80,99.00
2023,07,17,01,00,0.53,3.13,2.64,99.00
2023,07,17,01,30,0.54,3.03,2.72,99.00
2023,07,17,02,00,0.53,2.74,2.80,99.00
2023,07,17,02,30,0.56,2.99,2.87,99.00
2023,07,17,03,00,0.59,3.45,2.98,99.00
2023,07,17,03,30,0.54,3.57,2.89,99.00
2023,07,17,04,00,0.51,3.33,2.70,99.00
2023,07,17,04,30,0.60,2.99,2.73,99.00
2023,07,17,05,00,0.66,3.17,2.77,99.00
2023,07,17,05,30,0.69,3.33,2.94,99.00
2023,07,17,06,00,0.71,3.45,3.04,99.00
2023,07,17,06,30,0.67,3.85,3.18,99.00
2023,07,17,07,00,0.63,3.70,3.19,99.00
2023,07,17,07,30,0.57,3.77,3.23,99.00
2023,07,17,08,00,0.50,3.70,3.27,99.00
2023,07,17,08,30,0.43,3.51,3.17,99.00
2023,07,17,09,00,0.38,3.33,2.99,99.00
2023,07,17,09,30,0.35,5.71,3.05,99.00
2023,07,17,10,00,0.32,5.88,3.23,99.00
2023,07,17,10,30,0.31,5.71,3.36,99.00
2023,07,17,11,00,0.30,5.26,3.58,99.00
2023,07,17,11,30,0.31,5.88,3.93,99.00
2023,07,17,12,00,0.29,8.33,3.86,99.00
2023,07,17,12,30,0.28,8.00,3.87,99.00
2023,07,17,13,00,0.29,8.33,4.05,99.00
2023,07,17,13,30,0.29,4.76,3.94,99.00
2023,07,17,14,00,0.31,4.76,3.89,99.00
2023,07,17,14,30,0.28,5.41,3.93,99.00
2023,07,17,15,00,0.28,5.00,3.97,99.00
2023,07,17,15,30,0.29,4.76,4.07,99.00
2023,07,17,16,00,0.28,5.13,3.81,99.00
2023,07,17,16,30,0.30,5.00,3.85,99.00
2023,07,17,17,00,0.30,5.13,3.92,99.00
2023,07,17,17,30,0.28,5.13,3.65,99.00
2023,07,17,18,00,0.29,4.55,3.84,99.00
2023,07,17,18,30,0.29,4.55,3.72,99.00
2023,07,17,19,00,0.29,4.88,3.63,99.00
2023,07,17,22,00,0.26,9.09,4.46,99.00
2023,07,17,22,30,0.26,8.70,4.25,99.00
2023,07,17,23,00,0.28,8.70,4.17,99.00
2023,07,17,23,30,0.27,9.09,3.28,99.00
2023,07,18,00,00,0.28,8.33,3.17,99.00
2023,07,18,00,30,0.28,9.09,3.02,99.00
2023,07,18,01,00,0.28,8.33,2.78,99.00
2023,07,18,01,30,0.29,8.33,2.65,99.00
2023,07,18,02,00,0.30,9.09,2.46,99.00
2023,07,18,02,30,0.32,8.70,2.48,99.00
2023,07,18,03,00,0.33,1.89,2.41,99.00
2023,07,18,03,30,0.32,8.33,2.58,99.00
2023,07,18,04,00,0.30,9.09,2.58,99.00
2023,07,18,04,30,0.29,5.71,2.68,99.00
2023,07,18,05,00,0.30,9.09,2.89,99.00
2023,07,18,05,30,0.32,9.09,2.85,99.00
2023,07,18,06,00,0.34,8.70,2.92,99.00
2023,07,18,06,30,0.35,9.09,2.87,99.00
2023,07,18,07,00,0.35,7.69,2.77,99.00
2023,07,18,07,30,0.40,8.70,2.87,99.00
2023,07,18,08,00,0.39,9.09,2.81,99.00
2023,07,18,08,30,0.42,8.33,2.66,99.00
2023,07,18,09,00,0.40,7.69,2.77,99.00
2023,07,18,09,30,0.38,8.70,2.83,99.00
2023,07,18,10,00,0.38,5.41,2.84,99.00
2023,07,18,10,30,0.37,5.41,2.95,99.00
2023,07,18,11,00,0.36,5.41,3.12,99.00
2023,07,18,11,30,0.34,9.09,3.15,99.00
2023,07,18,12,00,0.32,8.70,3.06,99.00
2023,07,18,12,30,0.32,3.23,3.15,99.00
2023,07,18,13,00,0.31,8.33,3.15,99.00
2023,07,18,13,30,0.34,9.52,3.45,99.00
2023,07,18,14,00,0.32,8.70,3.64,99.00
2023,07,18,14,30,0.33,8.70,3.82,99.00
2023,07,18,15,00,0.32,9.09,3.64,99.00
2023,07,18,15,30,0.31,9.52,3.56,99.00
2023,07,18,16,00,0.32,9.09,3.74,99.00
2023,07,18,16,30,0.34,9.09,3.86,99.00
2023,07,18,17,00,0.33,9.09,3.64,99.00
2023,07,18,17,30,0.32,8.70,3.51,99.00
2023,07,18,18,00,0.34,8.70,3.61,99.00
2023,07,18,18,30,0.31,8.70,3.42,99.00
2023,07,18,19,00,0.30,8.70,3.51,99.00
2023,07,18,19,30,0.32,8.70,3.84,99.00
2023,07,18,20,00,0.32,8.70,3.90,99.00
2023,07,18,20,30,0.30,8.33,3.95,99.00
2023,07,18,21,00,0.33,6.45,3.96,99.00
2023,07,18,21,30,0.28,8.70,3.93,99.00
2023,07,18,22,00,0.35,8.70,4.26,99.00
2023,07,18,22,30,0.29,8.70,3.96,99.00
2023,07,18,23,00,0.27,8.70,4.07,99.00
2023,07,18,23,30,0.30,9.09,3.90,99.00
2023,07,19,00,00,0.26,8.33,3.84,99.00
2023,07,19,00,30,0.25,8.33,3.79,99.00
2023,07,19,01,00,0.24,99.00,3.56,99.00
2023,07,19,01,30,0.24,99.00,3.58,99.00
2023,07,19,02,00,0.24,99.00,3.32,99.00
2023,07,19,02,30,0.25,6.25,3.51,99.00
2023,07,19,03,00,0.22,99.00,3.29,99.00
2023,07,19,03,30,0.22,99.00,3.53,99.00
2023,07,19,04,00,0.21,99.00,3.55,99.00
2023,07,19,04,30,0.22,99.00,3.74,99.00
2023,07,19,05,00,0.22,99.00,3.79,99.00
2023,07,19,05,30,0.25,5.56,4.01,99.00
2023,07,19,06,00,0.27,5.71,3.97,99.00
2023,07,19,06,30,0.25,5.88,4.12,99.00
2023,07,19,07,00,0.25,8.33,3.69,99.00
2023,07,19,07,30,0.27,8.00,3.88,99.00
2023,07,19,08,00,0.25,7.69,3.48,99.00
2023,07,19,08,30,0.28,6.45,3.43,99.00
2023,07,19,09,00,0.31,6.45,3.83,99.00
2023,07,19,09,30,0.27,6.90,3.45,99.00
2023,07,19,10,00,0.27,7.14,3.70,99.00
2023,07,19,10,30,0.25,6.90,3.38,99.00
2023,07,19,11,00,0.25,8.70,3.46,99.00
2023,07,19,11,30,0.24,99.00,3.39,99.00
2023,07,19,12,00,0.23,99.00,3.24,99.00
2023,07,19,12,30,0.26,5.41,3.84,99.00
2023,07,19,13,00,0.24,99.00,3.56,99.00
2023,07,19,13,30,0.26,5.56,3.77,99.00
2023,07,19,14,00,0.28,3.39,3.53,99.00
2023,07,19,14,30,0.24,99.00,3.50,99.00
2023,07,19,15,00,0.23,99.00,3.60,99.00
2023,07,19,15,30,0.22,99.00,3.68,99.00
2023,07,19,16,00,0.24,99.00,3.93,99.00
2023,07,19,16,30,0.26,8.33,4.15,99.00
2023,07,19,17,00,0.23,99.00,4.15,99.00
2023,07,19,17,30,0.23,99.00,3.96,99.00
2023,07,19,18,00,0.23,99.00,3.81,99.00
2023,07,19,18,30,0.23,99.00,3.86,99.00
2023,07,19,19,00,0.25,5.26,3.76,99.00
2023,07,19,19,30,0.27,3.51,3.75,99.00
2023,07,19,20,00,0.24,99.00,3.66,99.00
2023,07,19,20,30,0.24,99.00,3.75,99.00
2023,07,19,21,00,0.24,99.00,3.56,99.00
2023,07,19,21,30,0.23,99.00,3.55,99.00
2023,07,19,22,00,0.22,99.00,3.72,99.00
2023,07,19,22,30,0.23,99.00,3.87,99.00
2023,07,19,23,00,0.29,5.56,3.98,99.00
2023,07,19,23,30,0.25,5.71,4.08,99.00
2023,07,20,00,00,0.27,5.00,4.02,99.00
2023,07,20,00,30,0.23,99.00,3.98,99.00
2023,07,20,01,00,0.22,99.00,3.96,99.00
2023,07,20,01,30,0.22,99.00,3.75,99.00
2023,07,20,02,00,0.20,99.00,3.76,99.00
2023,07,20,02,30,0.23,99.00,3.51,99.00
2023,07,20,03,00,0.25,5.00,3.08,99.00
2023,07,20,03,30,0.22,99.00,2.94,99.00
2023,07,20,04,00,0.23,99.00,3.01,99.00
2023,07,20,04,30,0.26,5.13,2.87,99.00
2023,07,20,05,00,0.26,5.26,2.63,99.00
2023,07,20,05,30,0.24,99.00,2.52,99.00
2023,07,20,06,00,0.26,5.13,2.53,99.00
2023,07,20,06,30,0.27,5.00,2.57,99.00
2023,07,20,07,00,0.26,5.41,2.43,99.00
2023,07,20,07,30,0.28,2.15,2.47,99.00
2023,07,20,08,00,0.28,5.88,2.60,99.00
2023,07,20,08,30,0.29,6.06,2.66,99.00
2023,07,20,09,00,0.27,5.41,2.64,99.00
2023,07,20,09,30,0.26,4.88,2.71,99.00
2023,07,20,10,00,0.26,5.56,2.80,99.00
2023,07,20,10,30,0.23,99.00,2.74,99.00
2023,07,20,11,00,0.27,4.76,2.94,99.00
2023,07,20,11,30,0.25,5.00,2.90,99.00
2023,07,20,12,00,0.25,4.88,2.87,99.00
2023,07,20,12,30,0.25,4.76,3.03,99.00
2023,07,20,13,00,0.24,99.00,3.15,99.00
2023,07,20,13,30,0.26,7.69,3.34,99.00
2023,07,20,14,00,0.29,8.33,3.92,99.00
2023,07,20,14,30,0.31,8.70,3.90,99.00
2023,07,20,15,00,0.33,8.70,4.02,99.00
2023,07,20,15,30,0.35,8.33,4.15,99.00
2023,07,20,16,00,0.30,9.09,4.08,99.00
2023,07,20,16,30,0.30,6.45,4.40,99.00
2023,07,20,17,00,0.31,8.70,4.05,99.00
2023,07,20,17,30,0.29,8.33,3.87,99.00
2023,07,20,18,00,0.27,8.70,3.88,99.00
2023,07,20,18,30,0.27,8.70,3.99,99.00
2023,07,20,19,00,0.27,5.71,3.96,99.00
2023,07,20,19,30,0.25,5.71,4.07,99.00
2023,07,20,20,00,0.25,5.00,3.97,99.00
2023,07,20,20,30,0.26,4.76,4.04,99.00
2023,07,20,21,00,0.25,7.69,4.08,99.00
2023,07,20,21,30,0.25,7.41,4.05,99.00
2023,07,20,22,00,0.30,4.65,4.31,99.00
2023,07,20,22,30,0.28,6.25,4.25,99.00
2023,07,20,23,00,0.27,5.41,4.04,99.00
2023,07,20,23,30,0.25,5.41,4.03,99.00
2023,07,21,00,00,0.25,5.41,4.00,99.00
2023,07,21,00,30,0.24,99.00,4.01,99.00
2023,07,21,01,00,0.27,6.06,4.15,99.00
2023,07,21,01,30,0.28,6.25,4.07,99.00
2023,07,21,02,00,0.27,5.13,3.65,99.00
2023,07,21,02,30,0.29,5.71,3.50,99.00
2023,07,21,03,00,0.28,5.41,3.19,99.00
2023,07,21,03,30,0.27,4.76,3.09,99.00
2023,07,21,04,00,0.28,5.13,2.98,99.00
2023,07,21,04,30,0.31,7.14,3.11,99.00
2023,07,21,05,00,0.28,4.88,2.65,99.00
2023,07,21,05,30,0.28,6.45,2.71,99.00
2023,07,21,06,00,0.30,5.13,2.61,99.00
2023,07,21,06,30,0.34,2.06,2.45,99.00
2023,07,21,07,00,0.39,2.22,2.48,99.00
2023,07,21,07,30,0.42,2.35,2.47,99.00
2023,07,21,08,00,0.43,2.50,2.49,99.00
2023,07,21,08,30,0.44,2.78,2.60,99.00
2023,07,21,09,00,0.47,2.60,2.61,99.00
2023,07,21,09,30,0.46,2.74,2.61,99.00
2023,07,21,10,00,0.44,2.70,2.61,99.00
2023,07,21,10,30,0.41,3.03,2.67,99.00
2023,07,21,11,00,0.39,2.90,2.71,99.00
2023,07,21,11,30,0.37,2.82,2.71,99.00
2023,07,21,12,00,0.36,2.86,2.77,99.00
2023,07,21,12,30,0.36,3.03,2.89,99.00
2023,07,21,13,00,0.37,5.13,3.06,99.00
2023,07,21,13,30,0.35,5.13,3.17,99.00
2023,07,21,14,00,0.36,5.71,3.36,99.00
2023,07,21,14,30,0.33,3.08,3.18,99.00
2023,07,21,15,00,0.33,5.88,3.39,99.00
2023,07,21,15,30,0.35,2.99,3.36,99.00
2023,07,21,16,00,0.32,6.90,3.40,99.00
2023,07,21,16,30,0.30,5.26,3.35,99.00
2023,07,21,17,00,0.32,6.90,3.34,99.00
2023,07,21,17,30,0.33,5.56,3.50,99.00
2023,07,21,18,00,0.36,6.06,3.65,99.00
2023,07,21,18,30,0.34,6.90,3.75,99.00
2023,07,21,19,00,0.35,4.88,3.62,99.00
2023,07,21,19,30,0.32,4.88,3.47,99.00
2023,07,21,20,00,0.31,6.45,3.60,99.00
2023,07,21,20,30,0.30,4.65,3.43,99.00
2023,07,21,21,00,0.30,4.76,3.51,99.00
2023,07,21,21,30,0.30,4.88,3.65,99.00
2023,07,21,22,00,0.31,5.41,3.51,99.00
2023,07,21,22,30,0.28,5.71,3.50,99.00
2023,07,21,23,00,0.28,5.88,3.72,99.00
2023,07,21,23,30,0.29,6.25,3.67,99.00
2023,07,22,00,00,0.29,5.71,3.77,99.00
2023,07,22,00,30,0.30,6.25,3.77,99.00
2023,07,22,01,00,0.31,5.41,3.30,99.00
2023,07,22,01,30,0.32,6.45,3.62,99.00
2023,07,22,02,00,0.30,5.88,3.49,99.00
2023,07,22,02,30,0.35,6.67,3.84,99.00
2023,07,22,03,00,0.36,6.45,3.60,99.00
2023,07,22,03,30,0.35,5.88,3.30,99.00
2023,07,22,04,00,0.33,5.88,3.26,99.00
2023,07,22,04,30,0.36,5.88,3.40,99.00
2023,07,22,05,00,0.35,5.71,2.83,99.00
2023,07,22,05,30,0.42,5.56,2.72,99.00
2023,07,22,06,00,0.44,5.71,2.69,99.00
2023,07,22,06,30,0.47,5.26,2.72,99.00
2023,07,22,07,00,0.49,6.06,2.79,99.00
2023,07,22,07,30,0.49,5.71,2.81,99.00
2023,07,22,08,00,0.51,2.74,2.83,99.00
2023,07,22,08,30,0.53,2.82,2.97,99.00
2023,07,22,09,00,0.52,2.82,2.97,99.00
2023,07,22,09,30,0.47,2.74,2.81,99.00
2023,07,22,10,00,0.46,2.56,2.91,99.00
2023,07,22,10,30,0.46,5.56,2.92,99.00
2023,07,22,11,00,0.42,2.60,2.83,99.00
2023,07,22,11,30,0.41,5.71,2.84,99.00
2023,07,22,12,00,0.43,6.06,3.05,99.00
2023,07,22,12,30,0.42,6.06,2.90,99.00
2023,07,22,13,00,0.42,5.13,2.86,99.00
2023,07,22,13,30,0.44,5.41,2.94,99.00
2023,07,22,14,00,0.47,3.08,2.73,99.00
2023,07,22,14,30,0.41,2.63,2.83,99.00
2023,07,22,15,00,0.45,2.94,2.70,99.00
2023,07,22,15,30,0.46,2.90,2.70,99.00
2023,07,22,16,00,0.44,5.56,2.70,99.00
2023,07,22,16,30,0.43,8.00,2.87,99.00
2023,07,22,17,00,0.42,8.33,2.69,99.00
2023,07,22,17,30,0.44,2.63,2.66,99.00
2023,07,22,18,00,0.44,6.25,2.88,99.00
2023,07,22,18,30,0.40,7.14,2.77,99.00
2023,07,22,19,00,0.42,7.14,2.99,99.00
2023,07,22,19,30,0.41,5.71,3.11,99.00
2023,07,22,20,00,0.40,7.14,3.09,99.00
2023,07,22,20,30,0.38,6.90,3.17,99.00
2023,07,22,21,00,0.39,7.41,3.02,99.00
2023,07,22,21,30,0.39,6.90,3.00,99.00
2023,07,22,22,00,0.39,9.09,3.19,99.00
2023,07,22,22,30,0.38,9.09,3.23,99.00
2023,07,22,23,00,0.39,8.70,3.25,99.00
2023,07,22,23,30,0.40,8.33,3.00,99.00
2023,07,23,00,00,0.39,8.00,3.07,99.00
2023,07,23,00,30,0.41,7.69,3.05,99.00
2023,07,23,01,00,0.44,5.88,3.00,99.00
2023,07,23,01,30,0.46,5.56,2.89,99.00
2023,07,23,02,00,0.43,3.08,2.95,99.00
2023,07,23,02,30,0.52,7.69,2.84,99.00
2023,07,23,03,00,1.14,4.08,3.39,99.00
2023,07,23,03,30,1.26,4.55,3.81,99.00
2023,07,23,04,00,1.12,4.88,3.67,99.00
2023,07,23,04,30,0.98,4.65,3.47,99.00
2023,07,23,05,00,0.90,3.70,3.28,99.00
2023,07,23,05,30,0.75,3.92,3.11,99.00
2023,07,23,06,00,0.65,3.45,2.98,99.00
2023,07,23,06,30,0.59,3.45,2.86,99.00
2023,07,23,07,00,0.52,3.17,2.71,99.00
2023,07,23,07,30,0.49,2.78,2.70,99.00
2023,07,23,08,00,0.47,2.78,2.61,99.00
2023,07,23,08,30,0.47,6.67,2.66,99.00
2023,07,23,09,00,0.47,2.50,2.48,99.00
2023,07,23,09,30,0.48,2.22,2.47,99.00
2023,07,23,10,00,0.50,2.50,2.51,99.00
2023,07,23,10,30,0.59,3.08,2.66,99.00
2023,07,23,11,00,0.59,3.13,2.65,99.00
2023,07,23,11,30,0.56,2.82,2.66,99.00
2023,07,23,12,00,0.59,3.13,2.83,99.00
2023,07,23,12,30,0.64,3.17,3.01,99.00
2023,07,23,13,00,0.64,3.23,2.95,99.00
2023,07,23,13,30,0.68,3.17,2.91,99.00
2023,07,23,14,00,0.68,3.33,2.91,99.00
2023,07,23,14,30,0.69,3.45,2.92,99.00
2023,07,23,15,00,0.69,3.23,2.86,99.00
2023,07,23,15,30,0.73,3.17,2.78,99.00
2023,07,23,16,00,0.71,3.39,2.78,99.00
2023,07,23,16,30,0.77,3.51,2.87,99.00
2023,07,23,17,00,0.76,3.57,2.88,99.00
2023,07,23,17,30,0.75,3.70,2.89,99.00
2023,07,23,18,00,0.70,3.70,2.91,99.00
2023,07,23,18,30,0.65,3.57,3.00,99.00
2023,07,23,19,00,0.62,3.77,3.06,99.00
2023,07,23,19,30,0.56,3.77,3.11,99.00
2023,07,23,20,00,0.52,3.77,3.02,99.00
